task_id,request,taxonomy,selector,selected_service_id,selected_display_name,best_service_id,best_display_name,utility,best_utility,regret,alignment_score,constraint_violation,feasible_candidates,cost_per_unit,quality_score,latency_seconds,uptime,reasoning
12,"I need a scraper for many simple pages, so cost dominates.",tool.data.scraping,highest_quality_first,jina/reader@v1,Jina Reader,jina/reader@v1,Jina Reader,0.9999,0.9999,0.0,1.0,False,2,0,0.5,2.0,0.996,highest_quality_first matched the zero-regret ASM-TOPSIS choice for this request.
12,"I need a scraper for many simple pages, so cost dominates.",tool.data.scraping,highest_reliability_first,firecrawl/scrape@v1,Firecrawl,jina/reader@v1,Jina Reader,0.0001,0.9999,0.9998,0.0001,False,2,0.001,0.5,3.0,0.997,highest_reliability_first optimized a narrower rule and missed the preference-weighted best feasible service.
12,"I need a scraper for many simple pages, so cost dominates.",tool.data.scraping,random,firecrawl/scrape@v1,Firecrawl,jina/reader@v1,Jina Reader,0.0001,0.9999,0.9998,0.0001,False,2,0.001,0.5,3.0,0.997,random optimized a narrower rule and missed the preference-weighted best feasible service.
13,I need a scraper for an interactive agent and prefer the faster option if costs are acceptable.,tool.data.scraping,asm_topsis,jina/reader@v1,Jina Reader,jina/reader@v1,Jina Reader,0.9997,0.9997,0.0,1.0,False,2,0,0.5,2.0,0.996,Selected by constraint filtering plus preference-weighted TOPSIS.
13,I need a scraper for an interactive agent and prefer the faster option if costs are acceptable.,tool.data.scraping,weighted_average,jina/reader@v1,Jina Reader,jina/reader@v1,Jina Reader,0.9997,0.9997,0.0,1.0,False,2,0,0.5,2.0,0.996,weighted_average matched the zero-regret ASM-TOPSIS choice for this request.
13,I need a scraper for an interactive agent and prefer the faster option if costs are acceptable.,tool.data.scraping,cheapest_first,jina/reader@v1,Jina Reader,jina/reader@v1,Jina Reader,0.9997,0.9997,0.0,1.0,False,2,0,0.5,2.0,0.996,cheapest_first matched the zero-regret ASM-TOPSIS choice for this request.
13,I need a scraper for an interactive agent and prefer the faster option if costs are acceptable.,tool.data.scraping,fastest_first,jina/reader@v1,Jina Reader,jina/reader@v1,Jina Reader,0.9997,0.9997,0.0,1.0,False,2,0,0.5,2.0,0.996,fastest_first matched the zero-regret ASM-TOPSIS choice for this request.
13,I need a scraper for an interactive agent and prefer the faster option if costs are acceptable.,tool.data.scraping,highest_quality_first,jina/reader@v1,Jina Reader,jina/reader@v1,Jina Reader,0.9997,0.9997,0.0,1.0,False,2,0,0.5,2.0,0.996,highest_quality_first matched the zero-regret ASM-TOPSIS choice for this request.
13,I need a scraper for an interactive agent and prefer the faster option if costs are acceptable.,tool.data.scraping,highest_reliability_first,firecrawl/scrape@v1,Firecrawl,jina/reader@v1,Jina Reader,0.0003,0.9997,0.9994,0.0003,False,2,0.001,0.5,3.0,0.997,highest_reliability_first optimized a narrower rule and missed the preference-weighted best feasible service.
13,I need a scraper for an interactive agent and prefer the faster option if costs are acceptable.,tool.data.scraping,random,firecrawl/scrape@v1,Firecrawl,jina/reader@v1,Jina Reader,0.0003,0.9997,0.9994,0.0003,False,2,0.001,0.5,3.0,0.997,random optimized a narrower rule and missed the preference-weighted best feasible service.
14,I need cheap GPU serverless compute for a batch inference job.,infra.compute.gpu,asm_topsis,runpod/gpu-serverless@1.0,RunPod Serverless GPU,runpod/gpu-serverless@1.0,RunPod Serverless GPU,1.0,1.0,0.0,1.0,False,2,0.00019,0.5,3.0,0.998,Selected by constraint filtering plus preference-weighted TOPSIS.
14,I need cheap GPU serverless compute for a batch inference job.,infra.compute.gpu,weighted_average,runpod/gpu-serverless@1.0,RunPod Serverless GPU,runpod/gpu-serverless@1.0,RunPod Serverless GPU,1.0,1.0,0.0,1.0,False,2,0.00019,0.5,3.0,0.998,weighted_average matched the zero-regret ASM-TOPSIS choice for this request.
14,I need cheap GPU serverless compute for a batch inference job.,infra.compute.gpu,cheapest_first,runpod/gpu-serverless@1.0,RunPod Serverless GPU,runpod/gpu-serverless@1.0,RunPod Serverless GPU,1.0,1.0,0.0,1.0,False,2,0.00019,0.5,3.0,0.998,cheapest_first matched the zero-regret ASM-TOPSIS choice for this request.
14,I need cheap GPU serverless compute for a batch inference job.,infra.compute.gpu,fastest_first,runpod/gpu-serverless@1.0,RunPod Serverless GPU,runpod/gpu-serverless@1.0,RunPod Serverless GPU,1.0,1.0,0.0,1.0,False,2,0.00019,0.5,3.0,0.998,fastest_first matched the zero-regret ASM-TOPSIS choice for this request.
14,I need cheap GPU serverless compute for a batch inference job.,infra.compute.gpu,highest_quality_first,runpod/gpu-serverless@1.0,RunPod Serverless GPU,runpod/gpu-serverless@1.0,RunPod Serverless GPU,1.0,1.0,0.0,1.0,False,2,0.00019,0.5,3.0,0.998,highest_quality_first matched the zero-regret ASM-TOPSIS choice for this request.
14,I need cheap GPU serverless compute for a batch inference job.,infra.compute.gpu,highest_reliability_first,runpod/gpu-serverless@1.0,RunPod Serverless GPU,runpod/gpu-serverless@1.0,RunPod Serverless GPU,1.0,1.0,0.0,1.0,False,2,0.00019,0.5,3.0,0.998,highest_reliability_first matched the zero-regret ASM-TOPSIS choice for this request.
14,I need cheap GPU serverless compute for a batch inference job.,infra.compute.gpu,random,runpod/gpu-serverless@1.0,RunPod Serverless GPU,runpod/gpu-serverless@1.0,RunPod Serverless GPU,1.0,1.0,0.0,1.0,False,2,0.00019,0.5,3.0,0.998,random matched the zero-regret ASM-TOPSIS choice for this request.
15,I need video generation for a benchmark-quality demo; rank by visual quality above all else.,ai.video.generation,asm_topsis,google/veo-3.1@3.1,Veo 3.1,google/veo-3.1@3.1,Veo 3.1,1.0,1.0,0.0,1.0,False,2,0.2,0.847,45.0,0.997,Selected by constraint filtering plus preference-weighted TOPSIS.
15,I need video generation for a benchmark-quality demo; rank by visual quality above all else.,ai.video.generation,weighted_average,google/veo-3.1@3.1,Veo 3.1,google/veo-3.1@3.1,Veo 3.1,1.0,1.0,0.0,1.0,False,2,0.2,0.847,45.0,0.997,weighted_average matched the zero-regret ASM-TOPSIS choice for this request.
15,I need video generation for a benchmark-quality demo; rank by visual quality above all else.,ai.video.generation,cheapest_first,kuaishou/kling-3.0@3.0,Kling 3.0,google/veo-3.1@3.1,Veo 3.1,0.0,1.0,1.0,0.0,False,2,0.029,0.835,60.0,0.996,cheapest_first optimized a narrower rule and missed the preference-weighted best feasible service.
15,I need video generation for a benchmark-quality demo; rank by visual quality above all else.,ai.video.generation,fastest_first,google/veo-3.1@3.1,Veo 3.1,google/veo-3.1@3.1,Veo 3.1,1.0,1.0,0.0,1.0,False,2,0.2,0.847,45.0,0.997,fastest_first matched the zero-regret ASM-TOPSIS choice for this request.
15,I need video generation for a benchmark-quality demo; rank by visual quality above all else.,ai.video.generation,highest_quality_first,google/veo-3.1@3.1,Veo 3.1,google/veo-3.1@3.1,Veo 3.1,1.0,1.0,0.0,1.0,False,2,0.2,0.847,45.0,0.997,highest_quality_first matched the zero-regret ASM-TOPSIS choice for this request.
15,I need video generation for a benchmark-quality demo; rank by visual quality above all else.,ai.video.generation,highest_reliability_first,google/veo-3.1@3.1,Veo 3.1,google/veo-3.1@3.1,Veo 3.1,1.0,1.0,0.0,1.0,False,2,0.2,0.847,45.0,0.997,highest_reliability_first matched the zero-regret ASM-TOPSIS choice for this request.
15,I need video generation for a benchmark-quality demo; rank by visual quality above all else.,ai.video.generation,random,kuaishou/kling-3.0@3.0,Kling 3.0,google/veo-3.1@3.1,Veo 3.1,0.0,1.0,1.0,0.0,False,2,0.029,0.835,60.0,0.996,random optimized a narrower rule and missed the preference-weighted best feasible service.
16,I need cheap video generation for social drafts and can tolerate lower benchmark quality.,ai.video.generation,asm_topsis,kuaishou/kling-3.0@3.0,Kling 3.0,kuaishou/kling-3.0@3.0,Kling 3.0,0.9619,0.9619,0.0,1.0,False,2,0.029,0.835,60.0,0.996,Selected by constraint filtering plus preference-weighted TOPSIS.
16,I need cheap video generation for social drafts and can tolerate lower benchmark quality.,ai.video.generation,weighted_average,kuaishou/kling-3.0@3.0,Kling 3.0,kuaishou/kling-3.0@3.0,Kling 3.0,0.9619,0.9619,0.0,1.0,False,2,0.029,0.835,60.0,0.996,weighted_average matched the zero-regret ASM-TOPSIS choice for this request.
16,I need cheap video generation for social drafts and can tolerate lower benchmark quality.,ai.video.generation,cheapest_first,kuaishou/kling-3.0@3.0,Kling 3.0,kuaishou/kling-3.0@3.0,Kling 3.0,0.9619,0.9619,0.0,1.0,False,2,0.029,0.835,60.0,0.996,cheapest_first matched the zero-regret ASM-TOPSIS choice for this request.
16,I need cheap video generation for social drafts and can tolerate lower benchmark quality.,ai.video.generation,fastest_first,google/veo-3.1@3.1,Veo 3.1,kuaishou/kling-3.0@3.0,Kling 3.0,0.0381,0.9619,0.9238,0.0396,False,2,0.2,0.847,45.0,0.997,fastest_first optimized a narrower rule and missed the preference-weighted best feasible service.
16,I need cheap video generation for social drafts and can tolerate lower benchmark quality.,ai.video.generation,highest_quality_first,google/veo-3.1@3.1,Veo 3.1,kuaishou/kling-3.0@3.0,Kling 3.0,0.0381,0.9619,0.9238,0.0396,False,2,0.2,0.847,45.0,0.997,highest_quality_first optimized a narrower rule and missed the preference-weighted best feasible service.
16,I need cheap video generation for social drafts and can tolerate lower benchmark quality.,ai.video.generation,highest_reliability_first,google/veo-3.1@3.1,Veo 3.1,kuaishou/kling-3.0@3.0,Kling 3.0,0.0381,0.9619,0.9238,0.0396,False,2,0.2,0.847,45.0,0.997,highest_reliability_first optimized a narrower rule and missed the preference-weighted best feasible service.
16,I need cheap video generation for social drafts and can tolerate lower benchmark quality.,ai.video.generation,random,kuaishou/kling-3.0@3.0,Kling 3.0,kuaishou/kling-3.0@3.0,Kling 3.0,0.9619,0.9619,0.0,1.0,False,2,0.029,0.835,60.0,0.996,random matched the zero-regret ASM-TOPSIS choice for this request.
17,I need real-time speech-to-text for a meeting assistant.,ai.audio.stt,asm_topsis,deepgram/nova@v2,Deepgram Nova-2,deepgram/nova@v2,Deepgram Nova-2,1.0,1.0,0.0,1.0,False,2,0.0043,0.5,0.2,0.999,Selected by constraint filtering plus preference-weighted TOPSIS.
17,I need real-time speech-to-text for a meeting assistant.,ai.audio.stt,weighted_average,deepgram/nova@v2,Deepgram Nova-2,deepgram/nova@v2,Deepgram Nova-2,1.0,1.0,0.0,1.0,False,2,0.0043,0.5,0.2,0.999,weighted_average matched the zero-regret ASM-TOPSIS choice for this request.
17,I need real-time speech-to-text for a meeting assistant.,ai.audio.stt,cheapest_first,deepgram/nova@v2,Deepgram Nova-2,deepgram/nova@v2,Deepgram Nova-2,1.0,1.0,0.0,1.0,False,2,0.0043,0.5,0.2,0.999,cheapest_first matched the zero-regret ASM-TOPSIS choice for this request.
17,I need real-time speech-to-text for a meeting assistant.,ai.audio.stt,fastest_first,deepgram/nova@v2,Deepgram Nova-2,deepgram/nova@v2,Deepgram Nova-2,1.0,1.0,0.0,1.0,False,2,0.0043,0.5,0.2,0.999,fastest_first matched the zero-regret ASM-TOPSIS choice for this request.
17,I need real-time speech-to-text for a meeting assistant.,ai.audio.stt,highest_quality_first,deepgram/nova@v2,Deepgram Nova-2,deepgram/nova@v2,Deepgram Nova-2,1.0,1.0,0.0,1.0,False,2,0.0043,0.5,0.2,0.999,highest_quality_first matched the zero-regret ASM-TOPSIS choice for this request.
17,I need real-time speech-to-text for a meeting assistant.,ai.audio.stt,highest_reliability_first,deepgram/nova@v2,Deepgram Nova-2,deepgram/nova@v2,Deepgram Nova-2,1.0,1.0,0.0,1.0,False,2,0.0043,0.5,0.2,0.999,highest_reliability_first matched the zero-regret ASM-TOPSIS choice for this request.
17,I need real-time speech-to-text for a meeting assistant.,ai.audio.stt,random,deepgram/nova@v2,Deepgram Nova-2,deepgram/nova@v2,Deepgram Nova-2,1.0,1.0,0.0,1.0,False,2,0.0043,0.5,0.2,0.999,random matched the zero-regret ASM-TOPSIS choice for this request.
18,I need low-cost speech transcription for a batch audio archive.,ai.audio.stt,asm_topsis,deepgram/nova@v2,Deepgram Nova-2,deepgram/nova@v2,Deepgram Nova-2,1.0,1.0,0.0,1.0,False,2,0.0043,0.5,0.2,0.999,Selected by constraint filtering plus preference-weighted TOPSIS.
18,I need low-cost speech transcription for a batch audio archive.,ai.audio.stt,weighted_average,deepgram/nova@v2,Deepgram Nova-2,deepgram/nova@v2,Deepgram Nova-2,1.0,1.0,0.0,1.0,False,2,0.0043,0.5,0.2,0.999,weighted_average matched the zero-regret ASM-TOPSIS choice for this request.
18,I need low-cost speech transcription for a batch audio archive.,ai.audio.stt,cheapest_first,deepgram/nova@v2,Deepgram Nova-2,deepgram/nova@v2,Deepgram Nova-2,1.0,1.0,0.0,1.0,False,2,0.0043,0.5,0.2,0.999,cheapest_first matched the zero-regret ASM-TOPSIS choice for this request.
18,I need low-cost speech transcription for a batch audio archive.,ai.audio.stt,fastest_first,deepgram/nova@v2,Deepgram Nova-2,deepgram/nova@v2,Deepgram Nova-2,1.0,1.0,0.0,1.0,False,2,0.0043,0.5,0.2,0.999,fastest_first matched the zero-regret ASM-TOPSIS choice for this request.
18,I need low-cost speech transcription for a batch audio archive.,ai.audio.stt,highest_quality_first,deepgram/nova@v2,Deepgram Nova-2,deepgram/nova@v2,Deepgram Nova-2,1.0,1.0,0.0,1.0,False,2,0.0043,0.5,0.2,0.999,highest_quality_first matched the zero-regret ASM-TOPSIS choice for this request.
18,I need low-cost speech transcription for a batch audio archive.,ai.audio.stt,highest_reliability_first,deepgram/nova@v2,Deepgram Nova-2,deepgram/nova@v2,Deepgram Nova-2,1.0,1.0,0.0,1.0,False,2,0.0043,0.5,0.2,0.999,highest_reliability_first matched the zero-regret ASM-TOPSIS choice for this request.
18,I need low-cost speech transcription for a batch audio archive.,ai.audio.stt,random,deepgram/nova@v2,Deepgram Nova-2,deepgram/nova@v2,Deepgram Nova-2,1.0,1.0,0.0,1.0,False,2,0.0043,0.5,0.2,0.999,random matched the zero-regret ASM-TOPSIS choice for this request.
19,I need a todo API for a fast personal productivity agent.,tool.productivity.todo,asm_topsis,todoist/api@v2,Todoist,todoist/api@v2,Todoist,0.982,0.982,0.0,1.0,False,3,0,0.044000000000000004,0.12,0.999,Selected by constraint filtering plus preference-weighted TOPSIS.
19,I need a todo API for a fast personal productivity agent.,tool.productivity.todo,weighted_average,todoist/api@v2,Todoist,todoist/api@v2,Todoist,0.982,0.982,0.0,1.0,False,3,0,0.044000000000000004,0.12,0.999,weighted_average matched the zero-regret ASM-TOPSIS choice for this request.
19,I need a todo API for a fast personal productivity agent.,tool.productivity.todo,cheapest_first,todoist/api@v2,Todoist,todoist/api@v2,Todoist,0.982,0.982,0.0,1.0,False,3,0,0.044000000000000004,0.12,0.999,cheapest_first matched the zero-regret ASM-TOPSIS choice for this request.
19,I need a todo API for a fast personal productivity agent.,tool.productivity.todo,fastest_first,todoist/api@v2,Todoist,todoist/api@v2,Todoist,0.982,0.982,0.0,1.0,False,3,0,0.044000000000000004,0.12,0.999,fastest_first matched the zero-regret ASM-TOPSIS choice for this request.
19,I need a todo API for a fast personal productivity agent.,tool.productivity.todo,highest_quality_first,ticktick/api@v2,TickTick,todoist/api@v2,Todoist,0.6259,0.982,0.3561,0.6374,False,3,0,0.045,0.15,0.998,highest_quality_first optimized a narrower rule and missed the preference-weighted best feasible service.
19,I need a todo API for a fast personal productivity agent.,tool.productivity.todo,highest_reliability_first,google/tasks-api@v1,Google Tasks,todoist/api@v2,Todoist,0.0006,0.982,0.9814,0.0006,False,3,0,0.042,0.2,0.9995,highest_reliability_first optimized a narrower rule and missed the preference-weighted best feasible service.
19,I need a todo API for a fast personal productivity agent.,tool.productivity.todo,random,google/tasks-api@v1,Google Tasks,todoist/api@v2,Todoist,0.0006,0.982,0.9814,0.0006,False,3,0,0.042,0.2,0.9995,random optimized a narrower rule and missed the preference-weighted best feasible service.
20,I need a todo API where app quality and reliability matter more than raw latency.,tool.productivity.todo,asm_topsis,todoist/api@v2,Todoist,todoist/api@v2,Todoist,0.8626,0.8626,0.0,1.0,False,3,0,0.044000000000000004,0.12,0.999,Selected by constraint filtering plus preference-weighted TOPSIS.
20,I need a todo API where app quality and reliability matter more than raw latency.,tool.productivity.todo,weighted_average,todoist/api@v2,Todoist,todoist/api@v2,Todoist,0.8626,0.8626,0.0,1.0,False,3,0,0.044000000000000004,0.12,0.999,weighted_average matched the zero-regret ASM-TOPSIS choice for this request.
20,I need a todo API where app quality and reliability matter more than raw latency.,tool.productivity.todo,cheapest_first,todoist/api@v2,Todoist,todoist/api@v2,Todoist,0.8626,0.8626,0.0,1.0,False,3,0,0.044000000000000004,0.12,0.999,cheapest_first matched the zero-regret ASM-TOPSIS choice for this request.
20,I need a todo API where app quality and reliability matter more than raw latency.,tool.productivity.todo,fastest_first,todoist/api@v2,Todoist,todoist/api@v2,Todoist,0.8626,0.8626,0.0,1.0,False,3,0,0.044000000000000004,0.12,0.999,fastest_first matched the zero-regret ASM-TOPSIS choice for this request.
20,I need a todo API where app quality and reliability matter more than raw latency.,tool.productivity.todo,highest_quality_first,ticktick/api@v2,TickTick,todoist/api@v2,Todoist,0.6816,0.8626,0.181,0.7902,False,3,0,0.045,0.15,0.998,highest_quality_first optimized a narrower rule and missed the preference-weighted best feasible service.
20,I need a todo API where app quality and reliability matter more than raw latency.,tool.productivity.todo,highest_reliability_first,google/tasks-api@v1,Google Tasks,todoist/api@v2,Todoist,0.0036,0.8626,0.859,0.0042,False,3,0,0.042,0.2,0.9995,highest_reliability_first optimized a narrower rule and missed the preference-weighted best feasible service.
20,I need a todo API where app quality and reliability matter more than raw latency.,tool.productivity.todo,random,google/tasks-api@v1,Google Tasks,todoist/api@v2,Todoist,0.0036,0.8626,0.859,0.0042,False,3,0,0.042,0.2,0.9995,random optimized a narrower rule and missed the preference-weighted best feasible service.
