source,source_url,entry_id,name,title,description,repository_url,category,pricing,sla_rate_limit,quality_benchmark,payment,provenance,security_trust,all_core_value_classes,structured_value_classes,machine_actionable_value_classes,evidence
glama,https://glama.ai/api/mcp/v1/servers,msjfhufrrt,Xiaomi smart home MCP server,Xiaomi smart home MCP server,"mijia-control A production-ready MCP server that enables AI agents (Claude Code, Claude Desktop, Cursor, Hermes, etc.) to directly control Xiaomi/Mijia smart home devices through natural language. What it does Turns conversations into physical actions — ""turn on the desk lamp to 50%"" becomes actual device control in re",https://github.com/handsomejustin/mijia-control,hosting:local-only,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...mart home MCP server"", ""namespace"": ""handsomejustin"", ""repository"": {""url"": ""https://github.com/handsomejustin/mijia-control""}, ""slug"": ""mijia-co... | security_trust: ...pe"": ""string""}, ""MIJIA_TOKEN"": {""description"": ""Access token obtained from login or API"", ""type"": ""string""}}, ""required"": [""MIJIA_API_URL"", ..."
glama,https://glama.ai/api/mcp/v1/servers,dn8gacly2t,mcp-security-audit,mcp-security-audit,"Scans MCP servers, AI agent skills, and plugins for 68+ malicious patterns including credential exfiltration, prompt injection, and code execution.",https://github.com/eltociear/mcp-security-audit,hosting:local-only,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...ame"": ""mcp-security-audit"", ""namespace"": ""eltociear"", ""repository"": {""url"": ""https://github.com/eltociear/mcp-security-audit""}, ""slug"": ""mcp-secu... | security_trust: ...ills, and plugins for 68+ malicious patterns including credential exfiltration, prompt injection, and code execution."", ""environmentVariablesJson..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,758,mapbox-mcp-server,Mapbox MCP Server,MCP Server for the Mapbox API.,https://github.com/AidenYangX/mapbox-mcp-server,location-services,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...es"", ""description"": ""MCP Server for the Mapbox API."", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 11, ""full_name"": ... | security_trust: ...iption"": ""MCP Server for the Mapbox API."", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 11, ""full_name"": ""AidenYangX/m..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,10272,Playwright,Playwright,,https://github.com/chatmcp/mcp-server-github,,absent,absent,structured_unverified,absent,machine_actionable,absent,False,2,1,"provenance: ...ame"": ""chatmcp"", ""category"": null, ""description"": """", ""github"": null, ""id"": 10272, ""name"": ""Playwright"", ""server_command"": null, ""server_conf..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,8437,google-adk-mcp,google-adk-mcp,Using Google ADK with and MCP server written for the repair_world_application,https://github.com/nikhilpurwant/google-adk-mcp,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...MCP server written for the repair_world_application"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...written for the repair_world_application"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""nikhilpurwant..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,2845,heurist-mesh-mcp-server,Mesh Agent MCP Server,,https://github.com/heurist-network/heurist-mesh-mcp-server,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ..., ""category"": ""research-and-data"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 5, ""forks_count"": 13, ""full_name"": ... | security_trust: ..."": ""research-and-data"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 5, ""forks_count"": 13, ""full_name"": ""heurist-netw..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,13196,mcp_server_email,MCPé®ä»¶æå¡,"This repository is a mail-sending service developed based on the MCP protocol and Resend. It can be used to send emails, including mass emails. Additionally, it allows querying emails by ID, updating delayed emails, and canceling delayed emails.",https://github.com/Marary/mcp_server_email,communication,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...ry"", ""category"": ""communication"", ""description"": ""This repository is a mail-sending service developed based on the MCP protocol and Resend. It ca... | security_trust: ...ed emails, and canceling delayed emails."", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""Marary/mcp_se..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.autoblocks/contextlayer-mcp,ai.autoblocks/contextlayer-mcp,,Personal context management for AI assistants,,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ... [{""identifier"": ""@contextlayer/mcp"", ""registryType"": ""npm"", ""transport"": {""type"": ""stdio""}, ""version"": ""0.0.3""}], ""repository"": {""source""..."
glama,https://glama.ai/api/mcp/v1/servers,fgh4j3z5t4,postiz-mcp,postiz-mcp,"Enables interaction with Postiz for social media scheduling, content management, and analytics through MCP-compatible clients, with write and delete operations gated by environment variables.",https://github.com/solomonneas/postiz-mcp,hosting:remote-capable,absent,human_readable,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"sla_rate_limit: ...efault"": ""30"", ""description"": ""Local guard ceiling for rate limit"", ""type"": ""string""}, ""POSTIZ_REQUEST_TIMEOUT_MS"": {""default"": ""30000"", ""descrip... | provenance: ...4"", ""name"": ""postiz-mcp"", ""namespace"": ""solomonneas"", ""repository"": {""url"": ""https://github.com/solomonneas/postiz-mcp""}, ""slug"": ""postiz-mcp"", ""... | security_trust: ...a"": {""properties"": {""POSTIZ_API_KEY"": {""description"": ""API key from Postiz Settings → Public API"", ""type"": ""string""}, ""POSTIZ_CF_ACCESS_CLIENT..."
mcp_atlas,https://mcpatlas.dev/browse,mcp_atlas:67853db50f79,jerhadf/mcp-s3,jerhadf/mcp-s3,"""capabilities"":{""tools"":[""run_code"",""install_packages"",""read_file"",""write_file"",""list_sandboxes""],""resources"":[]},""compatibility"":[""claude-desktop"",""claude-code"",""cursor"",""windsurf"",""continue""],""pricing"":""freemium"",""pricingNote"":""Free tier with limited sandbox hours. Paid plans for production use."",",https://github.com/jerhadf/mcp-s3,curated_registry,human_readable,absent,human_readable,absent,machine_actionable,human_readable,False,1,1,"pricing: ...""claude-code\"",\""cursor\"",\""windsurf\"",\""continue\""],\""pricing\"":\""freemium\"",\""pricingNote\"":\""Free tier with limited sandbox hours. Paid pla... | quality_benchmark: ...use.\"",\""license\"":\""Apache-2.0\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-01\"",\""lastUpdated\"":\""2026-03-01\"",\""qualitySc... | provenance: ...ited sandbox hours. Paid plans for production use.\"",\""license\"":\""Apache-2.0\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-... | security_trust: ...:\""freemium\"",\""pricingNote\"":\""Free tier with limited sandbox hours. Paid plans for production use.\"",\""license\"":\""Apache-2.0\"",\""featured\""..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,9227,test,Test,,https://github.com/MCP-Mirror/chatmcp_mcp-server-router,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ..., ""category"": ""developer-tools"", ""description"": null, ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""... | security_trust: ..."": ""developer-tools"", ""description"": null, ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""MCP-Mirror/ch..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,6868,MCP-test,GitHub Model Context Protocol (MCP) Test Repository,A repository for testing GitHub MCP (Machine-Consumable Protocol) server functionality,https://github.com/zhbchao/MCP-test,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...hao"", ""category"": ""developer-tools"", ""description"": ""A repository for testing GitHub MCP (Machine-Consumable Protocol) server functionality"", ""gi... | security_trust: ...onsumable Protocol) server functionality"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""zhbchao/MCP-t..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,6678,blockscout-mcp-server,Blockscout MCP Server,,https://github.com/karacurt/blockscout-mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...t"", ""category"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...ry"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""karacurt/bloc..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,7702,mlx-whisper-mcp,MLX Whisper MCP Server,Local MCP server for MLX Whisper transcription,https://github.com/kachiO/mlx-whisper-mcp,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...n"": ""Local MCP server for MLX Whisper transcription"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""... | security_trust: ...MCP server for MLX Whisper transcription"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""kachiO/mlx-wh..."
glama,https://glama.ai/api/mcp/v1/servers,qzdbcbmwfk,Ramoira MCP Server,Ramoira MCP Server,"Exposes the Ramoira brand schema specification as MCP tools and resources, enabling LLMs to generate, validate, or reason about brand schemas without the CLI.",https://github.com/ramoira/mcp,hosting:hybrid,absent,absent,structured_unverified,absent,machine_actionable,structured_unverified,False,3,1,"provenance: ...""name"": ""Ramoira MCP Server"", ""namespace"": ""ramoira"", ""repository"": {""url"": ""https://github.com/ramoira/mcp""}, ""slug"": ""mcp"", ""spdxLicense"": null..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,3176,jira-mcp-server,Jira MCP Server for Cursor,A TypeScript-based MCP server for Jira integration with Cursor,https://github.com/kornbed/jira-mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...t-based MCP server for Jira integration with Cursor"", ""github"": {""archived"": false, ""contributors_count"": 4, ""forks_count"": 3, ""full_name"": ""... | security_trust: ... server for Jira integration with Cursor"", ""github"": {""archived"": false, ""contributors_count"": 4, ""forks_count"": 3, ""full_name"": ""kornbed/jira-..."
glama,https://glama.ai/api/mcp/v1/servers,uym1phf33g,jp-lit-mcp,jp-lit-mcp,"An MCP server for Japanese literature research that provides unified search across NDL, CiNii, J-STAGE, and other Japanese academic databases, with Skills to assist in search planning and result evaluation.",https://github.com/itarunnn/jp-lit-mcp,hosting:remote-capable,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"quality_benchmark: ...s, with Skills to assist in search planning and result evaluation."", ""environmentVariablesJsonSchema"": {""properties"": {}, ""required"": [], ""type"":... | provenance: ...f33g"", ""name"": ""jp-lit-mcp"", ""namespace"": ""itarunnn"", ""repository"": {""url"": ""https://github.com/itarunnn/jp-lit-mcp""}, ""slug"": ""jp-lit-mcp"", ""spd... | security_trust: ...""}, ""slug"": ""jp-lit-mcp"", ""spdxLicense"": {""name"": ""MIT License"", ""url"": ""https://spdx.org/licenses/MIT.json""}, ""tools"": [], ""url"": ""https://gl..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,14833,claude-dev-setup,Claude Code Development Environment Setup,"Complete development environment setup for Claude Code with MCP servers, dev containers, and long-running job capabilities",https://github.com/hemant-zangoh/claude-dev-setup,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ..., dev containers, and long-running job capabilities"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...iners, and long-running job capabilities"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""hemant-zangoh..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,6298,QAInsights_locust-mcp-server,ð â¡ï¸ locust-mcp-server,Mirror of,https://github.com/MCP-Mirror/QAInsights_locust-mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...gory"": ""developer-tools"", ""description"": ""Mirror of"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...eloper-tools"", ""description"": ""Mirror of"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""MCP-Mirror/QA..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.com.mcp/registry,ai.com.mcp/registry,MCP Registry Server,Publish and discover MCP servers via the official MCP Registry. Powered by HAPI MCP server.,,,absent,absent,absent,absent,machine_actionable,machine_actionable,False,2,2,"provenance: ...ema.json"", ""_meta"": {""io.modelcontextprotocol.registry/publisher-provided"": {""documentation"": ""https://github.com/modelcontextprotocol/registry/... | security_trust: ..., ""discovery"", ""publishing"", ""modelcontextprotocol""], ""license"": ""MIT"", ""notes"": [""This is the MCP Registry server pointing to the official MC..."
glama,https://glama.ai/api/mcp/v1/servers,gh3r3jwjbm,Engram,Engram,"Persistent memory for AI agents with Ebbinghaus forgetting curve, semantic graph retrieval, and engineering state tracking. Local-first, DuckDB, zero cloud dependency.",https://github.com/hugfeature/engram,hosting:local-only,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...3jwjbm"", ""name"": ""Engram"", ""namespace"": ""hugfeature"", ""repository"": {""url"": ""https://github.com/hugfeature/engram""}, ""slug"": ""engram"", ""spdxLicen... | security_trust: ...gram""}, ""slug"": ""engram"", ""spdxLicense"": {""name"": ""MIT License"", ""url"": ""https://spdx.org/licenses/MIT.json""}, ""tools"": [], ""url"": ""https://gl..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,8103,threads-mcp,threads-mcp,Threads (Meta) MCP server,https://github.com/tttn13/threads-mcp,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...r-tools"", ""description"": ""Threads (Meta) MCP server"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...description"": ""Threads (Meta) MCP server"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""tttn13/thread..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,6327,ma3u_mcp-dust-server,MCP Dust Server,Mirror of,https://github.com/MCP-Mirror/ma3u_mcp-dust-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...gory"": ""developer-tools"", ""description"": ""Mirror of"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...eloper-tools"", ""description"": ""Mirror of"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""MCP-Mirror/ma..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.fiber/mcp,ai.fiber/mcp,Fiber AI,"Search companies, enrich contacts, and reveal emails and phones from your AI agent.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...treamable-http"", ""url"": ""https://mcp.fiber.ai/mcp""}], ""repository"": {""source"": ""github"", ""url"": ""https://github.com/fiber-ai/mcp""}, ""title"": ""Fib..."
glama,https://glama.ai/api/mcp/v1/servers,dfylq7je5e,datalikers-mcp,datalikers-mcp,"MCP server for DataLikers — 29 hand-built tools for Instagram & TikTok data: user search by demographics (gender/age/race/country), profiles, engagement, hashtags, locations, business accounts, top-users. Local stdio via npx -y datalikers-mcp, requires only DATALIKERS_KEY.",https://github.com/subzeroid/datalikers-mcp,hosting:remote-capable,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ..., ""name"": ""datalikers-mcp"", ""namespace"": ""subzeroid"", ""repository"": {""url"": ""https://github.com/subzeroid/datalikers-mcp""}, ""slug"": ""datalikers-m... | security_trust: ...""DATALIKERS_API_KEY"": {""description"": ""Your DataLikers API key"", ""type"": ""string""}, ""DATALIKERS_URL"": {""description"": ""Custom server URL (for ..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,853,passport-mcp,PassportMCP,Build MCP servers for any website with automatic browser auth syncing,https://github.com/JoshMayerr/passport-mcp,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...for any website with automatic browser auth syncing"", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 3, ""full_name"": ""... | security_trust: ...ild MCP servers for any website with automatic browser auth syncing"", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"":..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.lattiq/x402-trading-signals,ai.lattiq/x402-trading-signals,Lattiq x402 Trading Signals,Regime-aware ES1/NQ futures trading signals. HMM + 15 quant strategies. x402 USDC micropayments.,,,human_readable,absent,absent,human_readable,machine_actionable,absent,False,1,1,"pricing: ...on"": ""x402 payment header (USDC on Base). Required for paid tool calls."", ""isSecret"": true, ""name"": ""X-PAYMENT""}], ""type"": ""streamable-http... | payment: ...gnals"", ""remotes"": [{""headers"": [{""description"": ""x402 payment header (USDC on Base). Required for paid tool calls."", ""isSecret"": true, ""name""... | provenance: ...reamable-http"", ""url"": ""https://api.lattiq.ai/mcp""}], ""repository"": {""source"": ""github"", ""url"": ""https://github.com/PoopsDavis/lattiq-mcp""}, ""tit..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,9055,Lazy_Terminal,ð¢ Lazy Terminal,An LLM-based smart terminal for lazy guys :P,https://github.com/Heterohabilis/Lazy_Terminal,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...ion"": ""An LLM-based smart terminal for lazy guys :P"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...LM-based smart terminal for lazy guys :P"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""Heterohabilis..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.adweave/meta-ads-mcp,ai.adweave/meta-ads-mcp,AdWeave — Meta Ads MCP Server,"Meta Ads MCP server with 47 tools for campaigns, creatives, audiences, and insights.",,,absent,absent,absent,absent,machine_actionable,human_readable,False,1,1,"provenance: ...ads-mcp""}], ""title"": ""AdWeave — Meta Ads MCP Server"", ""version"": ""1.0.0""}}... | security_trust: ...mcp"", ""remotes"": [{""headers"": [{""description"": ""Bearer token using your AdWeave API key (aw_ prefix)"", ""isRequired"": true, ""isSecret"": true,..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.example4/xmp4,ai.example4/xmp4,xmp4 — Semantic code knowledge for your stack,"OSS libs in your stack, really used: source, tests, callers. C#, Java, TS, Python, Rust, PHP+.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ..., ""description"": ""OSS libs in your stack, really used: source, tests, callers. C#, Java, TS, Python, Rust, PHP+."", ""name"": ""ai.example4/xmp4""..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ac.inference.sh/mcp,ac.inference.sh/mcp,inference.sh,"Run 150+ AI apps — image, video, audio, LLMs, 3D and more. Browse, execute, stream results.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...s://api.inference.sh/mcp""}], ""title"": ""inference.sh"", ""version"": ""1.0.0""}}..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,7874,MCPonFuncOnACA,Getting Started with Remote MCP Servers using Azure Functions (Python),MCP server sample travel buddy app hosted on Azure Functions on Azure Container Apps and MCP extension,https://github.com/raorugan/MCPonFuncOnACA,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...Functions on Azure Container Apps and MCP extension"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...n Azure Container Apps and MCP extension"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""raorugan/MCPo..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.exa/exa,ai.exa/exa,,"Fast, intelligent web search and web crawling. New mcp tool: Exa-code is a context tool for coding ",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...""streamable-http"", ""url"": ""https://mcp.exa.ai/mcp""}], ""repository"": {""source"": ""github"", ""url"": ""https://github.com/exa-labs/exa-mcp-server""}, ""v..."
glama,https://glama.ai/api/mcp/v1/servers,ikjnhpzxgh,bug-bounties,bug-bounties,Real-time directory of every public VDP and bug bounty program,https://github.com/Lissy93/bug-bounties,,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...xgh"", ""name"": ""bug-bounties"", ""namespace"": ""Lissy93"", ""repository"": {""url"": ""https://github.com/Lissy93/bug-bounties""}, ""slug"": ""bug-bounties"", ""... | security_trust: ..., ""slug"": ""bug-bounties"", ""spdxLicense"": {""name"": ""MIT License"", ""url"": ""https://spdx.org/licenses/MIT.json""}, ""tools"": [], ""url"": ""https://gl..."
glama,https://glama.ai/api/mcp/v1/servers,sefog30qcd,gemot,gemot,"Deliberation primitive for multi-agent coordination — agents submit positions, vote on a 5-point scale, and the server returns crux detection, vote clustering, bridging statements, and consensus. Inspired by Polis and Talk to the City.",https://github.com/justinstimatze/gemot,hosting:hybrid,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...qcd"", ""name"": ""gemot"", ""namespace"": ""justinstimatze"", ""repository"": {""url"": ""https://github.com/justinstimatze/gemot""}, ""slug"": ""gemot"", ""spdxLic... | security_trust: ...THROPIC_API_KEY"": {""description"": ""Optional. Anthropic API key for LLM analysis. Without it, analysis tools return a clear error but the serve..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.i18nagent/i18n-agent,ai.i18nagent/i18n-agent,i18n-agent,AI-powered translation for 48 languages with context-aware quality,,,absent,absent,human_readable,absent,machine_actionable,human_readable,False,1,1,"quality_benchmark: ...owered translation for 48 languages with context-aware quality"", ""name"": ""ai.i18nagent/i18n-agent"", ""packages"": [{""environmentVariables"": [{""d... | provenance: ...dentifier"": ""@i18n-agent/mcp-client"", ""registryType"": ""npm"", ""transport"": {""type"": ""stdio""}, ""version"": ""1.16.3""}], ""remotes"": [{""type"": ""... | security_trust: ...packages"": [{""environmentVariables"": [{""description"": ""API key from app.i18nagent.ai"", ""isRequired"": true, ""isSecret"": true, ""name"": ""I18N_AGE..."
mcp_atlas,https://mcpatlas.dev/browse,mcp_atlas:4800934a2be2,figma/mcp-server-figma,figma/mcp-server-figma,"}},""requiredEnv"":[],""category"":""content-media"",""tags"":[""youtube"",""transcript"",""video"",""captions"",""subtitles"",""media""],""capabilities"":{""tools"":[""get_transcript"",""search_transcript""],""resources"":[]},""compatibility"":[""claude-desktop"",""claude-code"",""cursor"",""windsurf"",""continue""],""pricing"":""open-source""",https://github.com/figma/mcp-server-figma,curated_registry,human_readable,absent,human_readable,absent,machine_actionable,human_readable,False,1,1,"pricing: ...""claude-code\"",\""cursor\"",\""windsurf\"",\""continue\""],\""pricing\"":\""open-source\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""d... | quality_benchmark: ...open-source\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-01\"",\""lastUpdated\"":\""2026-03-01\"",\""qualitySc... | provenance: ...cursor\"",\""windsurf\"",\""continue\""],\""pricing\"":\""open-source\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""202... | security_trust: ...windsurf\"",\""continue\""],\""pricing\"":\""open-source\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-01\"",\""..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.ankimcp/anki-mcp-server,ai.ankimcp/anki-mcp-server,Anki MCP Server,"MCP server for Anki flashcards: adaptive review, notes, media, and deck management via AnkiConnect.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...seUrl"": ""https://registry.npmjs.org"", ""registryType"": ""npm"", ""transport"": {""type"": ""stdio""}, ""version"": ""0.18.4""}], ""repository"": {""source..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,10591,api-auto-mcp-server,API Auto MCP Server,,https://github.com/RJiazhen/api-auto-mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...n"", ""category"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...ry"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""RJiazhen/api-..."
glama,https://glama.ai/api/mcp/v1/servers,eilul4onbz,talonic-mcp,talonic-mcp,"Official Talonic MCP server. Lets AI agents extract structured, schema-validated data from any document, including PDFs, scans, images, spreadsheets, and forms, directly inside the chat.",https://github.com/talonicdev/talonic-mcp,"author:official,hosting:remote-capable",absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...{""attributes"": [""author:official"", ""hosting:remote-capable""], ""description"": ""Official Talonic MCP serv... | security_trust: ...es"": {""TALONIC_API_KEY"": {""description"": ""Your Talonic API key. Starts with tlnc_."", ""type"": ""string""}, ""TALONIC_BASE_URL"": {""default"": ""https..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,10443,oras-mcp-server,ORAS,Discover artifacts across OCI-compliant registries with ease,https://github.com/shizhMSFT/oras-mcp,,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...artifacts across OCI-compliant registries with ease"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 2, ""full_name"": ""... | security_trust: ...cross OCI-compliant registries with ease"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 2, ""full_name"": ""shizhMSFT/ora..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.jeda/jeda-ai,ai.jeda/jeda-ai,,"Visual AI for strategic thinking — SWOT, flowcharts, mindmaps, Gantt diagrams as polished SVG.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...streamable-http"", ""url"": ""https://mcp.jeda.ai/mcp""}], ""version"": ""1.23.29"", ""websiteUrl"": ""https://jeda.ai""}}..."
